-1.091189183356693126e+00,4.778938565583312759e-06,1.319724186398668619e-05
-1.073990928500682118e+00,2.834611920782964534e-05,5.245757366464237625e-05
-1.056792673644671332e+00,1.531796971801918650e-04,2.505258164562859657e-04
-1.039594418788660324e+00,6.689350911775956976e-04,9.866608100730506203e-04
-1.022396163932649538e+00,2.386348600180242252e-03,3.191172689381766014e-03
-1.005197909076638529e+00,7.050200031497907971e-03,8.524503210648529117e-03
-9.879996542206276322e-01,1.751063369276313619e-02,1.898211776590549849e-02
-9.708013993646167350e-01,3.717631854140365788e-02,3.576107781667547947e-02
-9.536031445086058378e-01,6.870018294307422835e-02,5.825441492248845110e-02
-9.364048896525949406e-01,1.125855378049100408e-01,8.441343725365274553e-02
-9.192066347965839324e-01,1.665900047074279078e-01,1.122940576882315300e-01
-9.020083799405730351e-01,2.262109606314004762e-01,1.411171555584284365e-01
-8.848101250845621379e-01,2.860609527499460292e-01,1.708700937700141642e-01
-8.676118702285512407e-01,3.419929947716598972e-01,2.012902264421814469e-01
-8.504136153725403435e-01,3.929483007715467435e-01,2.315196701287124126e-01
-8.332153605165293353e-01,4.401986120283414294e-01,2.605124748984488647e-01
-8.160171056605185491e-01,4.838483468887697647e-01,2.871652809700118159e-01
-7.988188508045075409e-01,5.205422589487593843e-01,3.098451685010536472e-01
-7.816205959484966437e-01,5.456872736419260406e-01,3.266955716423458611e-01
-7.644223410924857465e-01,5.587611367186082756e-01,3.375219028330703197e-01
-7.472240862364748493e-01,5.672599506331180708e-01,3.453074649973657539e-01
-7.300258313804639521e-01,5.849175914089419503e-01,3.550336884748462873e-01
-7.128275765244529438e-01,6.226890382125799261e-01,3.702487320877186905e-01
-6.956293216684421576e-01,6.775110030064231958e-01,3.901963276263384905e-01
-6.784310668124311494e-01,7.301712759506953088e-01,4.103195799394825927e-01
-6.612328119564202522e-01,7.591626343659482190e-01,4.264343427625161276e-01
-6.440345571004093550e-01,7.594734030608648601e-01,4.393209533595047178e-01
-6.268363022443984578e-01,7.458031155101564336e-01,4.551397215563286469e-01
-6.096380473883875606e-01,7.378788762409940194e-01,4.803311564312419124e-01
-5.924397925323765524e-01,7.462741357088055194e-01,5.155219774889597817e-01
-5.752415376763656552e-01,7.690363351204555498e-01,5.538659546413390311e-01
-5.580432828203547579e-01,7.945037444629274859e-01,5.842353903224488665e-01
-5.408450279643438607e-01,8.094653323554086288e-01,5.977279352830016101e-01
-5.236467731083329635e-01,8.103359467378964398e-01,5.948060558744349136e-01
-5.064485182523220663e-01,8.035161678957183362e-01,5.850245251043254546e-01
-4.892502633963111691e-01,7.933666456399179889e-01,5.764924939225775091e-01
-4.720520085403001609e-01,7.782355473882345276e-01,5.682780604784711809e-01
-4.548537536842892637e-01,7.612036091487185407e-01,5.559665647554555834e-01
-4.376554988282783665e-01,7.530048056168128223e-01,5.395226896626852398e-01
-4.204572439722674693e-01,7.574368520366375757e-01,5.221344834519046074e-01
-4.032589891162565721e-01,7.645479637874657008e-01,5.070473047087218355e-01
-3.860607342602456749e-01,7.668358058616766559e-01,4.993768761442027859e-01
-3.688624794042346666e-01,7.731211844627167151e-01,5.061333272248120796e-01
-3.516642245482237694e-01,7.962374645565520881e-01,5.296713567003897838e-01
-3.344659696922128722e-01,8.311894155880943380e-01,5.619170273010354322e-01
-3.172677148362019750e-01,8.512912530549392454e-01,5.864118282704847696e-01
-3.000694599801910778e-01,8.269408156471360627e-01,5.863243074462868298e-01
-2.828712051241801806e-01,7.525004817197520346e-01,5.540715255970806163e-01
-2.656729502681691724e-01,6.536151225811877019e-01,4.971264452199415373e-01
-2.484746954121582752e-01,5.625484559950199026e-01,4.336171322974757825e-01
-2.312764405561473779e-01,4.924907978154773880e-01,3.808560525820881004e-01
-2.140781857001364807e-01,4.398256546386103971e-01,3.476061246975313268e-01
-1.968799308441255835e-01,3.992525879562506264e-01,3.333131081952397934e-01
-1.796816759881146863e-01,3.693338631235146829e-01,3.303635886148813539e-01
-1.624834211321037891e-01,3.492333385392542011e-01,3.277077045402878031e-01
-1.452851662760927809e-01,3.334836224360728796e-01,3.152340235192985229e-01
-1.280869114200818837e-01,3.093276819327555049e-01,2.864472392878820717e-01
-1.108886565640709865e-01,2.632210597613967584e-01,2.392421026267002870e-01
-9.369040170806008927e-02,1.942483706828057322e-01,1.775969327334159242e-01
-7.649214685204919206e-02,1.188545189665957263e-01,1.129351143987474826e-01
-5.929389199603818383e-02,5.832827237171795548e-02,5.949141065557944641e-02
-4.209563714002739765e-02,2.241831864907242733e-02,2.529721365633398611e-02
-2.489738228401638942e-02,6.659139722505166489e-03,8.567897502338356341e-03
-7.699127428005603235e-03,1.696882565094629328e-03,2.548673830203657120e-03
9.499127428005404994e-03,1.448531233069164093e-03,1.957680160483706022e-03
2.669738228401641322e-02,5.359564728148295820e-03,5.902031592141677996e-03
4.389563714002719941e-02,1.817233518461093544e-02,1.792761556869799239e-02
6.109389199603820764e-02,4.805152679664049381e-02,4.403701620203646916e-02
7.829214685204899382e-02,1.004131650809465814e-01,8.801604567191831374e-02
9.549040170806000205e-02,1.698663086407754541e-01,1.463090362067340222e-01
1.126886565640707882e-01,2.399310866992716007e-01,2.080563160145301460e-01
1.298869114200817965e-01,2.951729937663940539e-01,2.620548688830151018e-01
1.470851662760928047e-01,3.349451130266398180e-01,3.044028472925254802e-01
1.642834211321035909e-01,3.711279774402980181e-01,3.389768162454263600e-01
1.814816759881145991e-01,4.097813509363256168e-01,3.708173255908174815e-01
1.986799308441253853e-01,4.424876212662576247e-01,4.014114681952397623e-01
2.158781857001363935e-01,4.618085576739968667e-01,4.316294363271894197e-01
2.330764405561474018e-01,4.750795352883243616e-01,4.652047306014266415e-01
2.502746954121581879e-01,4.946677634104493793e-01,5.053660381215948627e-01
2.674729502681691962e-01,5.253553012986641457e-01,5.516404896801228031e-01
2.846712051241799823e-01,5.674416139997076058e-01,6.045882862162859084e-01
3.018694599801909906e-01,6.206516946223434861e-01,6.699842563411466667e-01
3.190677148362017768e-01,6.806025960123025520e-01,7.521223137728063612e-01
3.362659696922127850e-01,7.401733731723034726e-01,8.436279958900059217e-01
3.534642245482237932e-01,7.966856458784946637e-01,9.282302359042542417e-01
3.706624794042345794e-01,8.547862853377352632e-01,9.980252679113731373e-01
3.878607342602455876e-01,9.197651341807341341e-01,1.061843757364552054e+00
4.050589891162563738e-01,9.825821109619538030e-01,1.126153488731454821e+00
4.222572439722673820e-01,1.015622666734748547e+00,1.173133790430117340e+00
4.394554988282781682e-01,9.970726010794418448e-01,1.173694758131855753e+00
4.566537536842891765e-01,9.385083161668049678e-01,1.122025933172399181e+00
4.738520085403001847e-01,8.736059334513749386e-01,1.042822210825031570e+00
4.910502633963109709e-01,8.207370131712048433e-01,9.648990768312514232e-01
5.082485182523219791e-01,7.750603572171886890e-01,9.043008845189909328e-01
5.254467731083327653e-01,7.357869696570499274e-01,8.726134435234426112e-01
5.426450279643437735e-01,7.163717167478216297e-01,8.803476218777033235e-01
5.598432828203547817e-01,7.227208156310005460e-01,9.251550696907058224e-01
5.770415376763655679e-01,7.419267332746061205e-01,9.893399980641991442e-01
5.942397925323765762e-01,7.587255902517286987e-01,1.051797567766741714e+00
6.114380473883873623e-01,7.658242847619824989e-01,1.093138084729236237e+00
6.286363022443983706e-01,7.538430878176514138e-01,1.094157235830723218e+00
6.458345571004091568e-01,7.111219144922343860e-01,1.047309047950319316e+00
6.630328119564201650e-01,6.412286888326534928e-01,9.707589383974886132e-01
6.802310668124311732e-01,5.661336318122721645e-01,8.966800701201564916e-01
6.974293216684419594e-01,5.070259181094614043e-01,8.437358644369108429e-01
7.146275765244529676e-01,4.699456912104394424e-01,8.088063477154872061e-01
7.318258313804637538e-01,4.493361389113242899e-01,7.820705996076744437e-01
7.490240862364747620e-01,4.374615283739234917e-01,7.596509931299587626e-01
7.662223410924855482e-01,4.281945056626663693e-01,7.412303441835772500e-01
7.834205959484965565e-01,4.161356400130391542e-01,7.239822725712868889e-01
8.006188508045075647e-01,3.971139130833610253e-01,7.030882838524311618e-01
8.178171056605183509e-01,3.705004848956349739e-01,6.754808868475926653e-01
8.350153605165293591e-01,3.385376224368128462e-01,6.407657402149220527e-01
8.522136153725401453e-01,3.028102855533343352e-01,5.992160128210055614e-01
8.694118702285511535e-01,2.633799021681841324e-01,5.500361592209784822e-01
8.866101250845619397e-01,2.211109293329006076e-01,4.917624487676189315e-01
9.038083799405729479e-01,1.783334487567236060e-01,4.237712258158363166e-01
9.210066347965837341e-01,1.370798897581813058e-01,3.472164523103948852e-01
9.382048896525947423e-01,9.855545345474989172e-02,2.656385491976422375e-01
9.554031445086057506e-01,6.445298954201428288e-02,1.855739364905513999e-01
9.726013993646167588e-01,3.723725730037388826e-02,1.155500041502309921e-01
9.897996542206273229e-01,1.853241596282770298e-02,6.263368614514555621e-02
1.006997909076638331e+00,7.783572733002036559e-03,2.893185377901852373e-02
1.024196163932649339e+00,2.712869440179774272e-03,1.118378621117088745e-02
1.041394418788660348e+00,7.744260366456187650e-04,3.564979232520026908e-03
1.058592673644671356e+00,1.794573510814616996e-04,9.264305639339193155e-04
1.075790928500681920e+00,3.363931643444485753e-05,1.946928346717446967e-04
1.092989183356693150e+00,5.554263108850307495e-06,3.400473779555102105e-05
